Cargo,Salario,Experiencia_previa,Nivel_experiencia,Ubicacion_empresa,Cargos_generalizados
Machine Learning Engineer,124900,,EX,US,Engineer
Data Engineer,300000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Research Scientist,200000,,EX,US,Scientist
Research Scientist,180000,,EX,US,Scientist
Machine Learning Engineer,200000,,EX,CA,Engineer
Machine Learning Engineer,160000,,EX,CA,Engineer
Machine Learning Engineer,355000,,EX,US,Engineer
Machine Learning Engineer,213500,,EX,US,Engineer
Data Engineer,185000,,EX,US,Engineer
Data Engineer,102600,,EX,US,Engineer
Data Analyst,62500,,EX,GB,Analyst
Data Engineer,110000,,EX,US,Engineer
Data Engineer,90000,,EX,US,Engineer
Data Engineer,108600,,EX,US,Engineer
Data Engineer,74400,,EX,US,Engineer
Applied Scientist,212800,,EX,US,Scientist
Applied Scientist,115100,,EX,US,Scientist
Business Intelligence Engineer,202800,,EX,US,Engineer
Business Intelligence Engineer,104300,,EX,US,Engineer
Data Analyst,225000,,EX,US,Analyst
Data Analyst,150000,,EX,US,Analyst
Data Analyst,129000,,EX,US,Analyst
Data Analyst,86000,,EX,US,Analyst
AI Engineer,107093,,EX,IL,Engineer
Data Scientist,172000,,EX,US,Scientist
Data Scientist,75600,,EX,US,Scientist
Machine Learning Engineer,265400,,EX,US,Engineer
Machine Learning Engineer,127400,,EX,US,Engineer
Data Architect,363000,,EX,US,Other
Data Architect,139800,,EX,US,Other
Data Scientist,175100,,EX,US,Scientist
Data Scientist,82915,,EX,US,Scientist
Business Intelligence Analyst,192300,,EX,US,Analyst
Business Intelligence Analyst,120200,,EX,US,Analyst
Data Scientist,155000,,EX,US,Scientist
Data Scientist,135000,,EX,US,Scientist
Data Scientist,150200,,EX,CA,Scientist
Data Scientist,100100,,EX,CA,Scientist
Data Engineer,220000,,EX,US,Engineer
Data Engineer,137500,,EX,US,Engineer
Data Manager,100000,,EX,US,Other
Data Manager,90000,,EX,US,Other
Data Scientist,165000,,EX,US,Scientist
Data Scientist,110000,,EX,US,Scientist
Data Analyst,54000,,EX,US,Analyst
Data Analyst,43400,,EX,US,Analyst
Data Analyst,101081,,EX,US,Analyst
Data Analyst,78108,,EX,US,Analyst
ML Engineer,285500,,EX,US,Engineer
ML Engineer,142500,,EX,US,Engineer
Machine Learning Engineer,324000,,EX,US,Engineer
Machine Learning Engineer,159000,,EX,US,Engineer
Data Specialist,150000,,EX,US,Other
Data Specialist,130000,,EX,US,Other
Data Engineer,277000,,EX,US,Engineer
Data Engineer,173000,,EX,US,Engineer
Data Engineer,137000,,EX,US,Engineer
Data Engineer,60300,,EX,US,Engineer
Data Product Owner,159120,,EX,US,Other
Data Product Owner,92240,,EX,US,Other
Data Scientist,225000,,EX,US,Scientist
Data Scientist,200000,,EX,US,Scientist
Data Analyst,180500,,EX,US,Analyst
Data Analyst,96200,,EX,US,Analyst
Machine Learning Engineer,245400,,EX,US,Engineer
Machine Learning Engineer,139000,,EX,US,Engineer
Data Analytics Lead,176500,,EX,US,Other
Data Analytics Lead,116600,,EX,US,Other
Machine Learning Engineer,208500,,EX,US,Engineer
Machine Learning Engineer,100100,,EX,US,Engineer
Data Scientist,50000,,EX,GB,Scientist
Data Scientist,31250,,EX,GB,Scientist
ML Engineer,260000,,EX,US,Engineer
ML Engineer,190000,,EX,US,Engineer
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Analytics Engineer,153018,,EX,US,Engineer
Analytics Engineer,135000,,EX,US,Engineer
Research Scientist,303050,,EX,US,Scientist
Research Scientist,202350,,EX,US,Scientist
Machine Learning Engineer,173000,,EX,CA,Engineer
Machine Learning Engineer,108000,,EX,CA,Engineer
Analytics Engineer,228900,,EX,US,Engineer
Analytics Engineer,174400,,EX,US,Engineer
Data Analyst,144000,,EX,US,Analyst
Data Analyst,81000,,EX,US,Analyst
Data Analyst,110000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Data Operations Manager,140000,,EX,CA,Other
Data Operations Manager,80000,,EX,CA,Other
Data Scientist,230300,,EX,US,Scientist
Data Scientist,114700,,EX,US,Scientist
Business Intelligence Analyst,190000,,EX,US,Analyst
Business Intelligence Analyst,160000,,EX,US,Analyst
Machine Learning Engineer,245400,,EX,US,Engineer
Machine Learning Engineer,139000,,EX,US,Engineer
Data Analyst,108334,,EX,US,Analyst
Data Analyst,59923,,EX,US,Analyst
Data Scientist,249000,,EX,US,Scientist
Data Scientist,216000,,EX,US,Scientist
Data Engineer,241000,,EX,US,Engineer
Data Engineer,172000,,EX,US,Engineer
Data Science,340000,,EX,US,Other
Data Science,256000,,EX,US,Other
Machine Learning Engineer,223600,,EX,US,Engineer
Machine Learning Engineer,115000,,EX,US,Engineer
Data Engineer,175000,,EX,CA,Engineer
Data Engineer,100000,,EX,CA,Engineer
Research Scientist,250800,,EX,US,Scientist
Research Scientist,167200,,EX,US,Scientist
Machine Learning Engineer,75000,,EX,IN,Engineer
Machine Learning Engineer,55000,,EX,IN,Engineer
Data Analyst,150000,,EX,US,Analyst
Data Analyst,120000,,EX,US,Analyst
Business Intelligence Developer,128000,,EX,US,Business Intelligence
Business Intelligence Developer,92000,,EX,US,Business Intelligence
Data Engineer,235000,,EX,US,Engineer
Data Engineer,210000,,EX,US,Engineer
Business Intelligence,125000,,EX,US,Business Intelligence
Business Intelligence,120000,,EX,US,Business Intelligence
Data Architect,189600,,EX,US,Other
Data Architect,101100,,EX,US,Other
Machine Learning Engineer,270400,,EX,US,Engineer
Machine Learning Engineer,145600,,EX,US,Engineer
Data Scientist,137000,,EX,US,Scientist
Data Scientist,60400,,EX,US,Scientist
Machine Learning Engineer,158100,,EX,US,Engineer
Machine Learning Engineer,138500,,EX,US,Engineer
Machine Learning Engineer,188500,,EX,US,Engineer
Machine Learning Engineer,165100,,EX,US,Engineer
Machine Learning Engineer,250000,,EX,US,Engineer
Machine Learning Engineer,180000,,EX,US,Engineer
Machine Learning Engineer,160000,,EX,US,Engineer
Machine Learning Engineer,130000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Data Engineer,100500,,EX,US,Engineer
Data Architect,242100,,EX,US,Other
Data Architect,116200,,EX,US,Other
Analytics Engineer,126000,,EX,US,Engineer
Analytics Engineer,78000,,EX,US,Engineer
Data Engineer,185000,,EX,US,Engineer
Data Engineer,160000,,EX,US,Engineer
Data Analyst,172000,,EX,US,Analyst
Data Analyst,101000,,EX,US,Analyst
Data Modeler,130000,,EX,US,Other
Data Modeler,120000,,EX,US,Other
Business Intelligence,135000,,EX,US,Business Intelligence
Business Intelligence,100000,,EX,US,Business Intelligence
Analytics Engineer,138000,,EX,US,Engineer
Analytics Engineer,92000,,EX,US,Engineer
Data Engineer,145000,,EX,US,Engineer
Data Engineer,95000,,EX,US,Engineer
Business Intelligence Analyst,105000,,EX,US,Analyst
Business Intelligence Analyst,80000,,EX,US,Analyst
Data Architect,175000,,EX,US,Other
Data Architect,115200,,EX,US,Other
Machine Learning Scientist,270000,,EX,US,Scientist
Machine Learning Scientist,185000,,EX,US,Scientist
Data Analyst,165000,,EX,US,Analyst
Data Scientist,267900,,EX,US,Scientist
Data Scientist,234700,,EX,US,Scientist
Research Scientist,100000,,EX,US,Scientist
Research Scientist,75000,,EX,US,Scientist
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Architect,175000,,EX,US,Other
Data Architect,117000,,EX,US,Other
Data Architect,143537,,EX,CA,Other
Data Architect,112241,,EX,CA,Other
Data Analyst,170000,,EX,US,Analyst
Data Analyst,140000,,EX,US,Analyst
Research Scientist,205000,,EX,US,Scientist
Research Scientist,178000,,EX,US,Scientist
Machine Learning Engineer,297000,,EX,US,Engineer
Machine Learning Engineer,168300,,EX,US,Engineer
Data Scientist,110000,,EX,US,Scientist
Data Scientist,92000,,EX,US,Scientist
Business Intelligence Engineer,151260,,EX,US,Engineer
Business Intelligence Engineer,30000,,EX,US,Engineer
Business Intelligence,152000,,EX,US,Business Intelligence
Business Intelligence,120000,,EX,US,Business Intelligence
Business Intelligence,237500,,EX,US,Business Intelligence
Business Intelligence,157500,,EX,US,Business Intelligence
Data Scientist,200000,,EX,US,Scientist
Data Scientist,172750,,EX,US,Scientist
Data Analyst,65000,,EX,GB,Analyst
Data Analyst,56250,,EX,GB,Analyst
Data Analyst,122000,,EX,US,Analyst
Data Analyst,94000,,EX,US,Analyst
Research Scientist,240000,,EX,US,Scientist
Research Scientist,133000,,EX,US,Scientist
Data Science,175762,,EX,US,Other
Data Science,97254,,EX,US,Other
ML Engineer,145000,,EX,US,Engineer
ML Engineer,89000,,EX,US,Engineer
Data Engineer,250000,,EX,US,Engineer
Data Engineer,141500,,EX,US,Engineer
Data Engineer,209362,,EX,US,Engineer
Data Engineer,182054,,EX,US,Engineer
Robotics Engineer,140000,,EX,US,Engineer
Robotics Engineer,65000,,EX,US,Engineer
Business Intelligence Analyst,157400,,EX,US,Analyst
Business Intelligence Analyst,98600,,EX,US,Analyst
Data Scientist,226500,,EX,US,Scientist
Data Scientist,110900,,EX,US,Scientist
Data Analyst,82402,,EX,US,Analyst
Data Analyst,48508,,EX,US,Analyst
Data Engineer,130500,,EX,US,Engineer
Data Engineer,96000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Engineer,130000,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Engineer,90000,,EX,US,Engineer
Data Scientist,66666,,EX,ES,Scientist
Data Scientist,42222,,EX,ES,Scientist
Machine Learning Engineer,245400,,EX,US,Engineer
Machine Learning Engineer,139000,,EX,US,Engineer
Data Scientist,200000,,EX,US,Scientist
Data Scientist,140000,,EX,US,Scientist
Data Science,223100,,EX,US,Other
Data Science,126400,,EX,US,Other
Data Analyst,90000,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Data Architect,173100,,EX,US,Other
Data Architect,108200,,EX,US,Other
Data Scientist,180000,,EX,US,Scientist
Data Scientist,162000,,EX,US,Scientist
Applied Scientist,309400,,EX,US,Scientist
Applied Scientist,159100,,EX,US,Scientist
Data Science,175762,,EX,US,Other
Data Science,97254,,EX,US,Other
Research Scientist,210000,,EX,US,Scientist
Research Scientist,180000,,EX,US,Scientist
Data Management Analyst,75000,,EX,US,Analyst
Data Management Analyst,50000,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Data Analyst,47500,,EX,US,Analyst
Data Engineer,145000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Business Intelligence,150000,,EX,US,Business Intelligence
Business Intelligence,90200,,EX,US,Business Intelligence
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Science Manager,279500,,EX,US,Other
Data Science Manager,216200,,EX,US,Other
Machine Learning Engineer,250000,,EX,US,Engineer
Machine Learning Engineer,185000,,EX,US,Engineer
Machine Learning Engineer,245400,,EX,US,Engineer
Machine Learning Engineer,139000,,EX,US,Engineer
Data Engineer,250000,,EX,US,Engineer
Data Engineer,185000,,EX,US,Engineer
Machine Learning Engineer,270000,,EX,US,Engineer
Machine Learning Engineer,229500,,EX,US,Engineer
Research Scientist,205500,,EX,US,Scientist
Research Scientist,132500,,EX,US,Scientist
Data Analyst,144538,,EX,US,Analyst
Data Analyst,96358,,EX,US,Analyst
Research Engineer,306000,,EX,US,Engineer
Research Engineer,180000,,EX,US,Engineer
AI Research Scientist,65000,,EX,CA,Scientist
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Engineer,37500,,EX,GB,Engineer
Data Engineer,33750,,EX,GB,Engineer
Applied Scientist,315000,,EX,US,Scientist
Applied Scientist,285000,,EX,US,Scientist
Data Scientist,130000,,EX,US,Scientist
Data Scientist,100000,,EX,US,Scientist
Data Analyst,77280,,EX,US,Analyst
Data Analyst,58000,,EX,US,Analyst
Data Scientist,264846,,EX,US,Scientist
Data Scientist,143060,,EX,US,Scientist
Business Intelligence Developer,75000,,EX,US,Business Intelligence
Business Intelligence Developer,65000,,EX,US,Business Intelligence
Data Scientist,172000,,EX,US,Scientist
Data Scientist,75600,,EX,US,Scientist
Business Intelligence Manager,187000,,EX,US,Business Intelligence
Business Intelligence Manager,117000,,EX,US,Business Intelligence
Data Scientist,158100,,EX,US,Scientist
Data Scientist,138500,,EX,US,Scientist
Data Scientist,283800,,EX,US,Scientist
Data Scientist,234700,,EX,US,Scientist
Data Manager,134000,,EX,US,Other
Data Manager,120000,,EX,US,Other
Data Analyst,198000,,EX,US,Analyst
Data Analyst,144000,,EX,US,Analyst
Data Engineer,220000,,EX,US,Engineer
Data Engineer,96600,,EX,US,Engineer
Research Analyst,83300,,EX,US,Analyst
Research Analyst,47500,,EX,US,Analyst
Data Analyst,118000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Data Scientist,162819,,EX,US,Scientist
Data Scientist,95776,,EX,US,Scientist
Research Engineer,220000,,EX,US,Engineer
Research Engineer,96600,,EX,US,Engineer
Data Operations Specialist,132500,,EX,US,Other
Data Operations Specialist,88000,,EX,US,Other
Data Analyst,93100,,EX,US,Analyst
Data Analyst,60000,,EX,US,Analyst
Data Engineer,135000,,EX,US,Engineer
Data Engineer,100000,,EX,US,Engineer
Machine Learning Engineer,190000,,EX,US,Engineer
Machine Learning Engineer,140000,,EX,US,Engineer
Bear Robotics,215000,,EX,US,Other
Bear Robotics,120000,,EX,US,Other
Data Science,62222,,EX,FI,Other
Data Science,46666,,EX,FI,Other
Data Science,160000,,EX,US,Other
Data Science,120000,,EX,US,Other
Data Scientist,171210,,EX,CA,Scientist
Data Scientist,92190,,EX,CA,Scientist
Data Scientist,177250,,EX,US,Scientist
Data Scientist,125500,,EX,US,Scientist
Data Engineer,139500,,EX,CA,Engineer
Data Engineer,90000,,EX,CA,Engineer
Data Science Consultant,122000,,EX,US,Other
Data Science Consultant,94000,,EX,US,Other
Data Engineer,140000,,EX,US,Engineer
Data Engineer,55000,,EX,US,Engineer
Business Intelligence Analyst,95000,,EX,US,Analyst
Business Intelligence Analyst,85000,,EX,US,Analyst
Data Analyst,67095,,EX,US,Analyst
Data Analyst,51120,,EX,US,Analyst
Business Intelligence Analyst,234000,,EX,US,Analyst
Business Intelligence Analyst,146000,,EX,US,Analyst
Data Analyst,150700,,EX,US,Analyst
Data Analyst,87400,,EX,US,Analyst
Data Analyst,80000,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Business Intelligence,117000,,EX,US,Business Intelligence
Business Intelligence,99600,,EX,US,Business Intelligence
Data Engineer,180000,,EX,US,Engineer
Data Engineer,160000,,EX,US,Engineer
Data Science,221000,,EX,US,Other
Data Science,138000,,EX,US,Other
Business Intelligence Engineer,202800,,EX,US,Engineer
Business Intelligence Engineer,104300,,EX,US,Engineer
Research Engineer,268000,,EX,US,Engineer
Research Engineer,202000,,EX,US,Engineer
Data Engineer,213580,,EX,US,Engineer
Data Engineer,173000,,EX,US,Engineer
Data Engineer,159550,,EX,US,Engineer
Data Engineer,113000,,EX,US,Engineer
Data Analyst,200000,,EX,US,Analyst
Data Analyst,168000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Data Analyst,64000,,EX,US,Analyst
Data Analyst,124650,,EX,US,Analyst
Data Analyst,88200,,EX,US,Analyst
Data Analyst,180000,,EX,US,Analyst
Data Analyst,140000,,EX,US,Analyst
Data Analyst,150000,,EX,US,Analyst
Data Analyst,130000,,EX,US,Analyst
Data Analytics Manager,128000,,EX,US,Other
Data Analytics Manager,81500,,EX,US,Other
Data Engineer,173300,,EX,US,Engineer
Data Engineer,98800,,EX,US,Engineer
Business Intelligence,150000,,EX,US,Business Intelligence
Business Intelligence,113000,,EX,US,Business Intelligence
Applied Scientist,210000,,EX,US,Scientist
Applied Scientist,160000,,EX,US,Scientist
Data Analyst,204650,,EX,US,Analyst
Data Analyst,123990,,EX,US,Analyst
Data Science Consultant,131000,,EX,US,Other
Data Science Consultant,128000,,EX,US,Other
Data Scientist,137930,,EX,CA,Scientist
Data Scientist,74270,,EX,CA,Scientist
Business Intelligence Developer,156000,,EX,US,Business Intelligence
Business Intelligence Developer,105267,,EX,US,Business Intelligence
Data Analyst,106000,,EX,US,Analyst
Data Analyst,66000,,EX,US,Analyst
Data Analyst,95000,,EX,US,Analyst
Data Analyst,75000,,EX,US,Analyst
Data Manager,128000,,EX,US,Other
Data Manager,81500,,EX,US,Other
Research Engineer,138000,,EX,US,Engineer
Research Engineer,86000,,EX,US,Engineer
Data Scientist,194000,,EX,US,Scientist
Data Scientist,122000,,EX,US,Scientist
Data Analytics Lead,239880,,EX,US,Other
Data Analytics Lead,146010,,EX,US,Other
BI Developer,101098,,EX,US,Other
BI Developer,59469,,EX,US,Other
Data Analyst,125000,,EX,US,Analyst
Data Analyst,100000,,EX,US,Analyst
Data Scientist,140000,,EX,US,Scientist
Data Scientist,70000,,EX,US,Scientist
Data Scientist,155000,,EX,US,Scientist
Data Scientist,120000,,EX,US,Scientist
Data Engineer,81250,,EX,GB,Engineer
Data Engineer,56250,,EX,GB,Engineer
Business Intelligence Engineer,202800,,EX,US,Engineer
Business Intelligence Engineer,115000,,EX,US,Engineer
Machine Learning Engineer,210100,,EX,US,Engineer
Machine Learning Engineer,210100,,EX,US,Engineer
Data Scientist,149600,,EX,US,Scientist
Data Scientist,90200,,EX,US,Scientist
Analytics Engineer,243600,,EX,US,Engineer
Analytics Engineer,139200,,EX,US,Engineer
Data Analyst,83552,,EX,US,Analyst
Data Analyst,49148,,EX,US,Analyst
Applied Scientist,260000,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Data Manager,176000,,EX,US,Other
Data Manager,106000,,EX,US,Other
Data Science,300000,,EX,US,Other
Data Science,220000,,EX,US,Other
Data Engineer,53133,,EX,NL,Engineer
Data Engineer,38375,,EX,NL,Engineer
Data Engineer,223000,,EX,US,Engineer
Data Engineer,190000,,EX,US,Engineer
Data Engineer,116000,,EX,US,Engineer
Data Engineer,97800,,EX,US,Engineer
Data Scientist,174300,,EX,US,Scientist
Data Scientist,145000,,EX,US,Scientist
Data Engineer,57777,,EX,AT,Engineer
Data Engineer,47777,,EX,AT,Engineer
Data Engineer,175000,,EX,US,Engineer
Data Engineer,161201,,EX,US,Engineer
Applied Scientist,210000,,EX,US,Scientist
Applied Scientist,160000,,EX,US,Scientist
Data Engineer,202000,,EX,US,Engineer
Data Engineer,180000,,EX,US,Engineer
Data Analyst,148000,,EX,US,Analyst
Data Analyst,125000,,EX,US,Analyst
Machine Learning Engineer,250000,,EX,US,Engineer
Machine Learning Engineer,195000,,EX,US,Engineer
Data Engineer,215000,,EX,DE,Engineer
Data Engineer,193000,,EX,DE,Engineer
Data Engineer,223800,,EX,US,Engineer
Data Engineer,172100,,EX,US,Engineer
Data Science,200000,,EX,US,Other
Data Science,150000,,EX,US,Other
Data Scientist,210000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Machine Learning Engineer,212800,,EX,US,Engineer
Machine Learning Engineer,177300,,EX,US,Engineer
Data Scientist,238000,,EX,US,Scientist
Data Scientist,158000,,EX,US,Scientist
Data Lead,200400,,EX,US,Other
Data Lead,190500,,EX,US,Other
Data Scientist,115000,,EX,US,Scientist
Data Scientist,85000,,EX,US,Scientist
AI Engineer,212000,,EX,US,Engineer
AI Engineer,93300,,EX,US,Engineer
Business Intelligence,182800,,EX,US,Business Intelligence
Business Intelligence,136100,,EX,US,Business Intelligence
Data Scientist,227900,,EX,US,Scientist
Data Scientist,126600,,EX,US,Scientist
Data Analyst,92700,,EX,US,Analyst
Data Analyst,64900,,EX,US,Analyst
Data Analyst,179000,,EX,US,Analyst
Data Analyst,112000,,EX,US,Analyst
Data Analyst,136000,,EX,US,Analyst
Data Analyst,82000,,EX,US,Analyst
Data Scientist,221550,,EX,US,Scientist
Data Scientist,143850,,EX,US,Scientist
Data Analyst,92000,,EX,US,Analyst
Data Analyst,82000,,EX,US,Analyst
Research Analyst,143000,,EX,US,Analyst
Research Analyst,70400,,EX,US,Analyst
Data Scientist,260940,,EX,US,Scientist
Data Scientist,158130,,EX,US,Scientist
Data Analyst,80000,,EX,US,Analyst
Data Analyst,70000,,EX,US,Analyst
Data Scientist,122328,,EX,US,Scientist
Data Scientist,71958,,EX,US,Scientist
Data Analyst,204650,,EX,US,Analyst
Data Analyst,123990,,EX,US,Analyst
Research Scientist,299375,,EX,US,Scientist
Research Scientist,143625,,EX,US,Scientist
Machine Learning Engineer,93750,,EX,GB,Engineer
Machine Learning Engineer,68750,,EX,GB,Engineer
Analytics Engineer,170000,,EX,CA,Engineer
Analytics Engineer,95000,,EX,CA,Engineer
Machine Learning Engineer,309000,,EX,US,Engineer
Machine Learning Engineer,142000,,EX,US,Engineer
Machine Learning Engineer,184800,,EX,CA,Engineer
Machine Learning Engineer,123200,,EX,CA,Engineer
Data Scientist,118750,,EX,DE,Scientist
Data Scientist,93750,,EX,DE,Scientist
Data Engineer,105000,,EX,US,Engineer
Data Engineer,75000,,EX,US,Engineer
Machine Learning Scientist,235000,,EX,CA,Scientist
Machine Learning Scientist,178000,,EX,CA,Scientist
Data Architect,165000,,EX,US,Other
Data Architect,123000,,EX,US,Other
Data Infrastructure Engineer,190000,,EX,US,Engineer
Data Infrastructure Engineer,170000,,EX,US,Engineer
Machine Learning Engineer,247500,,EX,US,Engineer
Machine Learning Engineer,172200,,EX,US,Engineer
Business Intelligence,125000,,EX,US,Business Intelligence
Business Intelligence,120000,,EX,US,Business Intelligence
Data Analyst,152300,,EX,US,Analyst
Data Analyst,76200,,EX,US,Analyst
Data Scientist,269000,,EX,CA,Scientist
Data Scientist,139000,,EX,CA,Scientist
Data Engineer,214300,,EX,US,Engineer
Data Engineer,108500,,EX,US,Engineer
Machine Learning Engineer,195000,,EX,US,Engineer
Machine Learning Engineer,130000,,EX,US,Engineer
Data Engineer,115000,,EX,US,Engineer
Data Engineer,95000,,EX,US,Engineer
Data Analyst,150000,,EX,US,Analyst
Data Analyst,125000,,EX,US,Analyst
Data Operations Associate,120000,,EX,US,Other
Data Operations Associate,100000,,EX,US,Other
Data Engineer,170000,,EX,US,Engineer
Data Engineer,90000,,EX,US,Engineer
Business Intelligence,151250,,EX,US,Business Intelligence
Business Intelligence,137500,,EX,US,Business Intelligence
Data Analyst,119900,,EX,US,Analyst
Data Analyst,109000,,EX,US,Analyst
Data Scientist,200000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
Data Analyst,135000,,EX,US,Analyst
Data Analyst,90000,,EX,US,Analyst
Data Scientist,260000,,EX,CA,Scientist
Data Scientist,178000,,EX,CA,Scientist
AI Architect,180000,,EX,US,Other
Data Scientist,48019,,EX,IN,Scientist
Data Analyst,89500,,EX,US,Analyst
Data Analyst,65000,,EX,US,Analyst
Data Scientist,179000,,EX,US,Scientist
Data Scientist,112000,,EX,US,Scientist
Data Manager,96600,,EX,US,Other
Data Manager,55200,,EX,US,Other
Data Engineer,235700,,EX,US,Engineer
Data Engineer,124400,,EX,US,Engineer
Business Intelligence Analyst,109000,,EX,US,Analyst
Business Intelligence Analyst,62300,,EX,US,Analyst
Data Engineer,144200,,EX,US,Engineer
Data Engineer,72100,,EX,US,Engineer
Business Intelligence,135193,,EX,US,Business Intelligence
Business Intelligence,90129,,EX,US,Business Intelligence
Machine Learning Scientist,165000,,EX,US,Scientist
Machine Learning Scientist,103000,,EX,US,Scientist
Business Intelligence Lead,144300,,EX,US,Business Intelligence
Business Intelligence Lead,104800,,EX,US,Business Intelligence
Data Scientist,212000,,EX,US,Scientist
Data Scientist,93300,,EX,US,Scientist
Data Science,50000,,EX,US,Other
Data Science,40000,,EX,US,Other
Data Scientist,149925,,EX,US,Scientist
Data Scientist,91260,,EX,US,Scientist
Data Science Engineer,150000,,EX,US,Engineer
Data Science Engineer,140000,,EX,US,Engineer
Data Scientist,212000,,EX,US,Scientist
Data Scientist,93300,,EX,US,Scientist
Data Architect,271500,,EX,US,Other
Data Architect,136800,,EX,US,Other
Data Scientist,170000,,EX,US,Scientist
Data Scientist,160000,,EX,US,Scientist
ML Engineer,238500,,EX,US,Engineer
ML Engineer,183400,,EX,US,Engineer
Data Engineer,193200,,EX,US,Engineer
Data Engineer,154560,,EX,US,Engineer
Machine Learning Engineer,277200,,EX,US,Engineer
Machine Learning Engineer,151600,,EX,US,Engineer
Data Scientist,220800,,EX,US,Scientist
Data Scientist,124800,,EX,US,Scientist
Data Manager,208800,,EX,US,Other
Data Manager,177500,,EX,US,Other
Data Scientist,205000,,EX,US,Scientist
Data Scientist,139000,,EX,US,Scientist
Data Scientist,175000,,EX,US,Scientist
Data Scientist,157500,,EX,US,Scientist
Data Analyst,150000,,EX,US,Analyst
Data Analyst,135000,,EX,US,Analyst
Data Engineer,140000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Data Product Manager,135000,,EX,US,Other
Data Product Manager,115000,,EX,US,Other
Research Scientist,240000,,EX,US,Scientist
Research Scientist,133000,,EX,US,Scientist
Machine Learning Engineer,169200,,EX,US,Engineer
Machine Learning Engineer,130100,,EX,US,Engineer
Data Engineer,150000,,EX,US,Engineer
Data Engineer,120000,,EX,US,Engineer
Data Manager,100000,,EX,US,Other
Data Manager,90000,,EX,US,Other
Research Scientist,300000,,EX,CA,Scientist
Research Scientist,190000,,EX,CA,Scientist
Machine Learning Engineer,193000,,EX,CA,Engineer
Machine Learning Engineer,154400,,EX,CA,Engineer
Data Scientist,200000,,EX,US,Scientist
Data Scientist,180000,,EX,US,Scientist
Data Scientist,209000,,EX,US,Scientist
Data Scientist,145350,,EX,US,Scientist
Robotics Engineer,190000,,EX,US,Engineer
Robotics Engineer,152000,,EX,US,Engineer
Data Scientist,212800,,EX,US,Scientist
Data Scientist,111600,,EX,US,Scientist
Research Engineer,240000,,EX,US,Engineer
Research Engineer,133000,,EX,US,Engineer
Data Scientist,196400,,EX,US,Scientist
Data Scientist,174117,,EX,US,Scientist
Applied Scientist,222200,,EX,US,Scientist
Applied Scientist,136000,,EX,US,Scientist
Lead Data Scientist,105555,,EX,DE,Scientist
Data Analyst,110000,,EX,US,Analyst
Data Analyst,80000,,EX,US,Analyst
Machine Learning Engineer,408500,,EX,US,Engineer
Machine Learning Engineer,233500,,EX,US,Engineer
Business Intelligence Analyst,192300,,EX,US,Analyst
Business Intelligence Analyst,120200,,EX,US,Analyst
Data Engineer,238000,,EX,US,Engineer
Data Engineer,158000,,EX,US,Engineer
Machine Learning Engineer,254000,,EX,US,Engineer
Machine Learning Engineer,200000,,EX,US,Engineer
Research Scientist,253000,,EX,US,Scientist
Research Scientist,160000,,EX,US,Scientist
Machine Learning Engineer,108806,,EX,US,Engineer
Machine Learning Engineer,82909,,EX,US,Engineer
MLOps Engineer,200000,,EX,US,Engineer
MLOps Engineer,160000,,EX,US,Engineer
Data Engineer,185000,,EX,US,Engineer
Data Engineer,160000,,EX,US,Engineer
Data Analyst,198000,,EX,US,Analyst
Data Analyst,108000,,EX,US,Analyst
Data Scientist,245000,,EX,US,Scientist
Data Scientist,185000,,EX,US,Scientist
Applied Scientist,249700,,EX,US,Scientist
Applied Scientist,156300,,EX,US,Scientist
Machine Learning Engineer,254000,,EX,US,Engineer
Machine Learning Engineer,204000,,EX,US,Engineer
Research Engineer,203000,,EX,US,Engineer
Research Engineer,112000,,EX,US,Engineer
Data Scientist,155000,,EX,US,Scientist
Data Scientist,139000,,EX,US,Scientist
Data Science,237500,,EX,US,Other
Data Science,192000,,EX,US,Other
Data Engineer,300000,,EX,US,Engineer
Data Engineer,244000,,EX,US,Engineer
Data Quality Manager,162000,,EX,US,Other
Data Quality Manager,117000,,EX,US,Other
